id,brand
741,B
742,A
743,B
744,A
745,B
746,B
747,B
748,A
749,B
750,B
751,B
752,B
753,A
754,B
755,B
756,A
757,B
758,B
759,A
760,B
761,A
762,A
763,B
764,A
765,A
766,A
767,B
768,B
769,B
770,A
771,B
772,B
773,A
774,B
775,A
776,B
777,B
778,B
779,A
780,B
781,A
782,B
783,A
784,A
785,A
786,B
787,A
788,A
789,A
790,B
791,A
792,A
793,B
794,B
795,A
796,A
797,B
798,B
799,A
800,B
801,A
802,A
803,B
804,B
805,B
806,B
807,A
808,A
809,A
810,B
811,B
812,B
813,A
814,B
815,A
816,A
817,B
818,B
819,A
820,B
821,A
822,B
823,B
824,A
825,B
826,A
827,A
828,B
829,B
830,A
831,B
832,A
833,A
834,A
835,A
836,B
837,B
838,B
839,B
840,B
841,A
842,B
843,B
844,B
845,B
846,A
847,A
848,A
849,B
850,B
851,B
852,B
853,B
854,A
855,B
856,B
857,A
858,A
859,B
860,A
861,A
862,B
863,B
864,B
865,B
866,B
867,B
868,A
869,A
870,A
871,B
872,A
873,A
874,B
875,B
876,A
877,B
878,B
879,A
880,B
881,B
882,B
883,A
884,B
885,A
886,A
887,A
888,B
889,A
890,A
891,A
892,B
893,B
894,B
895,B
896,A
897,B
898,B
899,A
900,A
901,A
902,A
903,A
904,A
905,A
906,A
907,B
908,B
909,A
910,A
911,A
912,B
913,A
914,B
915,A
916,B
917,B
918,B
919,B
920,A
921,B
922,A
923,A
924,B
925,B
926,B
927,A
928,B
929,A
930,A
931,A
932,B
933,B
934,B
935,A
936,B
937,B
938,B
939,B
940,A
941,A
942,B
943,B
944,A
945,B
946,B
947,B
948,A
949,B
950,A
951,A
952,B
953,B
954,A
955,A
956,B
957,B
958,A
959,B
960,A
961,A
962,B
963,B
964,B
965,B
966,B
967,B
968,A
969,A
970,B
971,A
972,A
973,B
974,B
975,A
976,A
977,A
978,B
979,B
980,B
981,B
982,A
983,B
984,A
985,B
986,A
987,B
988,B
989,A
990,B
991,A
992,B
993,A
994,A
995,B
996,B
997,A
998,A
999,B
1000,B
1001,B
1002,A
1003,A
1004,A
1005,A
1006,B
1007,B
1008,B
1009,A
1010,B
1011,B
1012,B
1013,B
1014,B
1015,B
1016,B
1017,B
1018,A
1019,B
1020,B
1021,A
1022,A
1023,B
1024,B
1025,A
1026,A
1027,A
1028,B
1029,B
1030,A
1031,B
1032,B
1033,B
1034,B
1035,A
1036,A
1037,B
1038,B
1039,B
1040,B
1041,B
1042,A
1043,A
1044,A
1045,A
1046,A
1047,B
1048,A
1049,B
1050,A
1051,B
1052,B
1053,B
1054,B
1055,B
1056,A
1057,A
1058,B
1059,B
1060,B
1061,B
1062,A
1063,B
1064,A
1065,A
1066,B
1067,A
1068,A
1069,B
1070,A
1071,B
1072,A
1073,B
1074,B
1075,A
1076,A
1077,B
1078,B
1079,A
1080,A
1081,B
1082,B
1083,B
1084,B
1085,B
1086,A
1087,A
1088,B
1089,A
1090,A
1091,A
1092,B
1093,A
1094,B
1095,A
1096,B
1097,B
1098,B
1099,B
1100,A
1101,B
1102,B
1103,A
1104,B
1105,A
1106,A
1107,A
1108,A
1109,B
1110,B
1111,B
1112,B
1113,A
1114,B
1115,A
1116,A
1117,A
1118,A
1119,B
1120,B
1121,A
1122,B
1123,B
1124,A
1125,B
1126,A
1127,B
1128,B
1129,B
1130,B
1131,B
1132,B
1133,B
1134,B
1135,B
1136,A
1137,B
1138,B
1139,A
1140,B
1141,B
1142,A
1143,B
1144,A
1145,A
1146,B
1147,B
1148,B
1149,B
1150,A
1151,B
1152,A
1153,A
1154,B
1155,B
1156,B
1157,A
1158,A
1159,B
1160,B
1161,A
1162,A
1163,B
1164,A
1165,A
1166,A
1167,A
1168,A
1169,A
1170,A
1171,A
1172,A
1173,A
1174,B
1175,A
1176,A
1177,B
1178,B
1179,B
1180,A
1181,A
1182,B
1183,A
1184,B
1185,A
1186,B
1187,B
1188,B
1189,A
1190,A
1191,B
1192,A
1193,B
1194,A
1195,A
1196,B
1197,B
1198,A
1199,A
1200,B
1201,B
1202,B
1203,A
1204,B
1205,A
1206,A
1207,A
1208,B
1209,A
1210,B
1211,A
1212,B
1213,B
1214,A
1215,A
1216,B
1217,B
1218,A
1219,A
1220,B
1221,B
1222,B
1223,B
1224,B
1225,B
1226,A
1227,B
1228,A
1229,B
1230,B
1231,A
1232,B
1233,B
1234,B
1235,B
1236,B
1237,B
1238,B
1239,B
1240,A
1241,A
1242,B
1243,B
1244,B
1245,B
1246,A
1247,B
1248,A
1249,B
1250,A
1251,A
1252,B
1253,B
1254,B
1255,A
1256,B
1257,B
1258,A
1259,A
1260,A
1261,B
1262,B
1263,B
1264,A
1265,B
1266,A
1267,B
1268,B
1269,A
1270,B
1271,B
1272,B
1273,B
1274,B
1275,A
1276,A
1277,B
1278,B
1279,B
1280,B
1281,A
1282,B
1283,B
1284,B
1285,A
1286,A
1287,B
1288,B
1289,B
1290,A
1291,B
1292,B
1293,B
1294,A
1295,B
1296,B
1297,B
1298,B
1299,A
1300,B
1301,A
1302,B
1303,B
1304,B
1305,B
1306,B
1307,B
1308,A
1309,B
1310,A
1311,A
1312,A
1313,B
1314,A
1315,A
1316,B
1317,B
1318,B
1319,A
1320,A
1321,B
1322,B
1323,A
1324,A
1325,A
1326,B
1327,A
1328,A
1329,A
1330,B
1331,A
1332,B
1333,B
1334,B
1335,A
1336,B
1337,B
1338,A
1339,A
1340,B
1341,A
1342,A
1343,A
1344,B
1345,B
1346,B
1347,B
1348,B
1349,B
1350,B
1351,B
1352,B
1353,B
1354,B
1355,A
1356,B
1357,B
1358,A
1359,A
1360,B
1361,B
1362,A
1363,A
1364,A
1365,A
1366,A
1367,B
1368,A
1369,A
1370,A
1371,B
1372,A
1373,A
1374,B
1375,A
1376,B
1377,A
1378,A
1379,B
1380,B
1381,B
1382,A
1383,B
1384,A
1385,B
1386,B
1387,A
1388,A
1389,A
1390,B
1391,B
1392,B
1393,B
1394,B
1395,A
1396,B
1397,A
1398,A
1399,B
1400,B
1401,B
1402,B
1403,A
1404,B
1405,B
1406,A
1407,B
1408,B
1409,A
1410,B
1411,B
1412,B
1413,B
1414,B
1415,B
1416,B
1417,B
1418,A
1419,B
1420,B
1421,B
1422,A
1423,A
1424,B
1425,B
1426,A
1427,A
1428,B
1429,A
1430,A
1431,A
1432,A
1433,B
1434,B
1435,A
1436,B
1437,A
1438,A
1439,B
1440,B
1441,A
1442,B
1443,B
1444,B
1445,B
1446,A
1447,B
1448,A
1449,B
1450,B
1451,B
1452,B
1453,B
1454,A
1455,A
1456,A
1457,B
1458,B
1459,A
1460,B
1461,A
1462,B
1463,A
1464,A
1465,A
1466,B
1467,B
1468,A
1469,B
1470,B
1471,A
1472,A
1473,B
1474,B
1475,A
1476,B
1477,B
1478,A
1479,B
1480,B
1481,A
1482,B
1483,B
1484,A
1485,A
1486,B
1487,A
1488,B
1489,B
1490,A
1491,B
1492,A
1493,B
1494,B
1495,B
1496,B
1497,A
1498,B
1499,B
1500,A
