id,age
336,25-44
337,25-44
338,18-24
339,45-64
340,25-44
341,45-64
342,18-24
343,65+
344,18-24
345,25-44
346,18-24
347,25-44
348,25-44
349,65+
350,25-44
351,45-64
352,25-44
353,18-24
354,45-64
355,45-64
356,45-64
357,18-24
358,45-64
359,65+
360,45-64
361,18-24
362,65+
363,65+
364,25-44
365,45-64
366,25-44
367,18-24
368,45-64
369,25-44
370,45-64
371,18-24
372,25-44
373,25-44
374,65+
375,65+
376,25-44
377,18-24
378,18-24
379,25-44
380,45-64
381,25-44
382,18-24
383,25-44
384,25-44
385,18-24
386,25-44
387,25-44
388,18-24
389,25-44
390,65+
391,45-64
392,65+
393,45-64
394,65+
395,45-64
396,18-24
397,65+
398,18-24
399,65+
400,45-64
401,45-64
402,45-64
403,18-24
404,18-24
405,25-44
406,25-44
407,65+
408,25-44
409,18-24
410,45-64
411,18-24
412,45-64
413,25-44
414,25-44
415,45-64
416,25-44
417,25-44
418,25-44
419,25-44
420,25-44
421,65+
422,45-64
423,45-64
424,18-24
425,25-44
426,25-44
427,25-44
428,25-44
429,25-44
430,65+
431,25-44
432,45-64
433,65+
434,18-24
435,45-64
436,45-64
437,65+
438,25-44
439,25-44
440,45-64
441,25-44
442,18-24
443,18-24
444,18-24
445,25-44
446,45-64
447,18-24
448,18-24
449,25-44
450,18-24
451,45-64
452,65+
453,45-64
454,45-64
455,18-24
456,65+
457,18-24
458,65+
459,45-64
460,25-44
461,25-44
462,45-64
463,65+
464,65+
465,45-64
466,25-44
467,25-44
468,18-24
469,18-24
470,25-44
471,25-44
472,45-64
473,45-64
474,25-44
475,25-44
476,25-44
477,25-44
478,25-44
479,45-64
480,25-44
481,25-44
482,65+
483,25-44
484,25-44
485,45-64
486,18-24
487,18-24
488,45-64
489,18-24
490,45-64
491,18-24
492,45-64
493,45-64
494,18-24
495,25-44
496,25-44
497,25-44
498,25-44
499,25-44
500,25-44
501,25-44
502,25-44
503,45-64
504,45-64
505,45-64
506,18-24
507,45-64
508,18-24
509,18-24
510,65+
511,45-64
512,45-64
513,45-64
514,25-44
515,45-64
516,25-44
517,18-24
518,45-64
519,25-44
520,45-64
521,25-44
522,18-24
523,45-64
524,25-44
525,25-44
526,65+
527,25-44
528,18-24
529,18-24
530,18-24
531,45-64
532,65+
533,18-24
534,18-24
535,45-64
536,65+
537,65+
538,45-64
539,45-64
540,25-44
541,18-24
542,45-64
543,18-24
544,45-64
545,45-64
546,25-44
547,25-44
548,18-24
549,25-44
550,45-64
551,18-24
552,25-44
553,25-44
554,25-44
555,25-44
556,65+
557,18-24
558,25-44
559,18-24
560,45-64
561,18-24
562,18-24
563,18-24
564,65+
565,18-24
566,25-44
567,65+
568,45-64
569,65+
570,45-64
571,25-44
572,25-44
573,25-44
574,45-64
575,18-24
576,25-44
577,65+
578,18-24
579,25-44
580,18-24
581,65+
582,25-44
583,45-64
584,25-44
585,65+
586,25-44
587,25-44
588,45-64
589,25-44
590,25-44
591,45-64
592,25-44
593,18-24
594,18-24
595,25-44
596,18-24
597,45-64
598,25-44
599,25-44
600,18-24
601,65+
602,65+
603,18-24
604,45-64
605,25-44
606,45-64
607,45-64
608,25-44
609,45-64
610,18-24
611,45-64
612,25-44
613,25-44
614,45-64
615,65+
616,25-44
617,65+
618,25-44
619,45-64
620,25-44
621,25-44
622,65+
623,25-44
624,18-24
625,45-64
626,25-44
627,45-64
628,18-24
629,25-44
630,25-44
631,25-44
632,65+
633,25-44
634,65+
635,25-44
636,25-44
637,18-24
638,45-64
639,25-44
640,45-64
641,18-24
642,18-24
643,25-44
644,18-24
645,25-44
646,25-44
647,25-44
648,25-44
649,25-44
650,25-44
651,65+
652,25-44
653,45-64
654,65+
655,18-24
656,18-24
657,45-64
658,18-24
659,45-64
660,65+
661,25-44
662,25-44
663,65+
664,25-44
665,25-44
666,45-64
667,25-44
668,45-64
669,45-64
670,18-24
671,18-24
672,18-24
673,65+
674,25-44
675,45-64
676,45-64
677,65+
678,18-24
679,18-24
680,18-24
681,45-64
682,45-64
683,18-24
684,65+
685,25-44
686,45-64
687,25-44
688,25-44
689,45-64
690,45-64
691,18-24
692,45-64
693,25-44
694,25-44
695,25-44
696,45-64
697,18-24
698,25-44
699,45-64
700,45-64
701,45-64
702,65+
703,45-64
704,45-64
705,45-64
706,25-44
707,45-64
708,65+
709,18-24
710,25-44
711,45-64
712,25-44
713,45-64
714,25-44
715,18-24
716,25-44
717,25-44
718,25-44
719,25-44
720,65+
721,25-44
722,45-64
723,18-24
724,25-44
725,65+
726,25-44
727,25-44
728,18-24
729,45-64
730,45-64
731,25-44
732,45-64
733,65+
734,25-44
735,45-64
736,25-44
737,45-64
738,45-64
739,45-64
740,45-64
741,65+
742,25-44
743,45-64
744,45-64
745,45-64
746,18-24
747,65+
748,25-44
749,18-24
750,45-64
751,45-64
752,65+
753,18-24
754,18-24
755,18-24
756,18-24
757,18-24
758,65+
759,45-64
760,45-64
761,25-44
762,18-24
763,18-24
764,45-64
765,45-64
766,18-24
767,18-24
768,45-64
769,25-44
770,25-44
771,18-24
772,25-44
773,18-24
774,45-64
775,45-64
776,25-44
777,25-44
778,25-44
779,18-24
780,45-64
781,25-44
782,45-64
783,45-64
784,18-24
785,18-24
786,18-24
787,25-44
788,25-44
789,45-64
790,18-24
791,45-64
792,25-44
793,25-44
794,45-64
795,25-44
796,45-64
797,18-24
798,45-64
799,45-64
800,45-64
801,45-64
802,25-44
803,65+
804,45-64
805,25-44
806,45-64
807,25-44
808,45-64
809,45-64
810,18-24
811,65+
812,65+
813,45-64
814,45-64
815,45-64
816,25-44
817,45-64
818,45-64
819,25-44
820,18-24
821,18-24
822,45-64
823,45-64
824,45-64
825,25-44
826,45-64
827,25-44
828,25-44
829,25-44
830,45-64
831,18-24
832,45-64
833,25-44
834,45-64
835,65+
836,45-64
837,65+
838,65+
839,25-44
840,45-64
841,45-64
842,18-24
843,45-64
844,45-64
845,65+
846,65+
847,45-64
848,25-44
849,25-44
850,25-44
851,18-24
852,18-24
853,45-64
854,65+
855,45-64
856,45-64
857,18-24
858,25-44
859,65+
860,18-24
861,18-24
862,18-24
863,45-64
864,18-24
865,18-24
866,65+
867,25-44
868,18-24
869,65+
870,18-24
871,65+
872,45-64
873,65+
874,25-44
875,45-64
876,65+
877,65+
878,18-24
879,45-64
880,25-44
881,45-64
882,45-64
883,45-64
884,25-44
885,45-64
886,65+
887,25-44
888,18-24
889,65+
890,25-44
891,65+
892,45-64
893,65+
894,65+
895,25-44
896,45-64
897,25-44
898,25-44
899,18-24
900,45-64
901,25-44
902,18-24
903,25-44
904,25-44
905,25-44
906,45-64
907,18-24
908,25-44
909,65+
910,25-44
911,45-64
912,65+
913,45-64
914,45-64
915,18-24
916,25-44
917,25-44
918,25-44
919,25-44
920,18-24
921,18-24
922,25-44
923,18-24
924,45-64
925,25-44
926,65+
927,25-44
928,25-44
929,25-44
930,45-64
931,45-64
932,25-44
933,18-24
934,45-64
935,25-44
936,18-24
937,45-64
938,18-24
939,18-24
940,25-44
941,45-64
942,25-44
943,65+
944,65+
945,45-64
946,25-44
947,25-44
948,18-24
949,18-24
950,18-24
951,45-64
952,45-64
953,25-44
954,45-64
955,25-44
956,45-64
957,45-64
958,65+
959,45-64
960,25-44
961,65+
962,45-64
963,45-64
964,25-44
965,18-24
966,65+
967,45-64
968,18-24
969,25-44
970,25-44
971,65+
972,18-24
973,25-44
974,45-64
975,25-44
976,65+
977,25-44
978,25-44
979,25-44
980,45-64
981,18-24
982,65+
983,25-44
984,65+
985,65+
986,18-24
987,25-44
988,45-64
989,45-64
990,25-44
991,45-64
992,25-44
993,45-64
994,18-24
995,45-64
996,45-64
997,25-44
998,25-44
999,18-24
1000,25-44
1001,25-44
1002,18-24
1003,18-24
1004,45-64
1005,45-64
1006,25-44
1007,65+
1008,65+
1009,45-64
1010,45-64
1011,45-64
1012,65+
1013,25-44
1014,45-64
1015,65+
1016,45-64
1017,18-24
1018,65+
1019,25-44
1020,45-64
1021,25-44
1022,45-64
1023,45-64
1024,25-44
1025,45-64
1026,45-64
1027,25-44
1028,18-24
1029,18-24
1030,25-44
1031,18-24
1032,65+
1033,45-64
1034,18-24
1035,45-64
1036,45-64
1037,45-64
1038,25-44
1039,25-44
1040,45-64
1041,45-64
1042,25-44
1043,25-44
1044,65+
1045,65+
1046,18-24
1047,25-44
1048,45-64
1049,25-44
1050,45-64
1051,65+
1052,65+
1053,25-44
1054,18-24
1055,45-64
1056,18-24
1057,65+
1058,18-24
1059,25-44
1060,18-24
1061,65+
1062,25-44
1063,45-64
1064,25-44
1065,45-64
1066,25-44
1067,65+
1068,18-24
1069,18-24
1070,45-64
1071,45-64
1072,45-64
1073,65+
1074,25-44
1075,25-44
1076,18-24
1077,25-44
1078,45-64
1079,65+
1080,45-64
1081,25-44
1082,18-24
1083,18-24
1084,45-64
1085,45-64
1086,65+
1087,65+
1088,45-64
1089,25-44
1090,25-44
1091,25-44
1092,65+
1093,65+
1094,45-64
1095,25-44
1096,45-64
1097,45-64
1098,25-44
1099,25-44
1100,18-24
1101,45-64
1102,45-64
1103,18-24
1104,45-64
1105,25-44
1106,45-64
1107,45-64
1108,25-44
1109,65+
1110,25-44
1111,25-44
1112,18-24
1113,25-44
1114,45-64
1115,45-64
1116,25-44
1117,18-24
1118,25-44
1119,18-24
1120,65+
1121,18-24
1122,25-44
1123,18-24
1124,25-44
1125,45-64
1126,25-44
1127,45-64
1128,25-44
1129,18-24
1130,45-64
1131,65+
1132,25-44
1133,45-64
1134,45-64
1135,18-24
1136,18-24
1137,25-44
1138,25-44
1139,25-44
1140,45-64
1141,45-64
1142,45-64
1143,65+
1144,18-24
1145,25-44
1146,65+
1147,45-64
1148,45-64
1149,65+
1150,18-24
1151,25-44
1152,18-24
1153,25-44
1154,25-44
1155,65+
1156,25-44
1157,45-64
1158,25-44
1159,65+
1160,45-64
1161,25-44
1162,65+
1163,25-44
1164,45-64
1165,45-64
1166,65+
1167,25-44
1168,18-24
1169,45-64
1170,18-24
1171,25-44
1172,25-44
1173,65+
1174,18-24
1175,45-64
1176,25-44
1177,18-24
1178,18-24
1179,65+
1180,45-64
1181,45-64
1182,45-64
1183,65+
1184,65+
1185,65+
1186,18-24
1187,25-44
1188,45-64
1189,45-64
1190,25-44
1191,25-44
1192,25-44
1193,25-44
1194,25-44
1195,18-24
1196,65+
1197,25-44
1198,25-44
1199,45-64
1200,25-44
1201,45-64
1202,18-24
1203,45-64
1204,65+
1205,65+
1206,65+
1207,18-24
1208,65+
1209,65+
1210,25-44
1211,18-24
1212,65+
1213,25-44
1214,45-64
1215,25-44
1216,25-44
1217,25-44
1218,45-64
1219,65+
1220,65+
1221,25-44
1222,18-24
1223,25-44
1224,65+
1225,25-44
1226,45-64
1227,45-64
1228,45-64
1229,65+
1230,18-24
1231,25-44
1232,25-44
1233,45-64
1234,45-64
1235,25-44
1236,18-24
1237,18-24
1238,25-44
1239,45-64
1240,45-64
1241,18-24
1242,25-44
1243,25-44
1244,45-64
1245,25-44
1246,45-64
1247,45-64
1248,65+
1249,45-64
1250,25-44
1251,65+
1252,18-24
1253,25-44
1254,25-44
1255,18-24
1256,18-24
1257,45-64
1258,65+
1259,45-64
1260,45-64
1261,25-44
1262,25-44
1263,18-24
1264,45-64
1265,45-64
1266,18-24
1267,65+
1268,25-44
1269,65+
1270,18-24
1271,65+
1272,25-44
1273,18-24
1274,18-24
1275,65+
1276,65+
1277,18-24
1278,25-44
1279,25-44
1280,18-24
1281,45-64
1282,45-64
1283,45-64
1284,25-44
1285,25-44
1286,45-64
1287,25-44
1288,25-44
1289,25-44
1290,45-64
1291,45-64
1292,25-44
1293,25-44
1294,18-24
1295,18-24
1296,25-44
1297,65+
1298,25-44
1299,25-44
1300,25-44
1301,25-44
1302,65+
1303,18-24
1304,45-64
1305,25-44
1306,25-44
1307,45-64
1308,25-44
1309,65+
1310,25-44
1311,65+
1312,45-64
1313,45-64
1314,18-24
1315,25-44
1316,18-24
1317,45-64
1318,25-44
1319,18-24
1320,25-44
1321,65+
1322,18-24
1323,25-44
1324,25-44
1325,65+
1326,65+
1327,45-64
1328,65+
1329,45-64
1330,45-64
1331,25-44
1332,25-44
1333,18-24
1334,25-44
1335,25-44
1336,45-64
1337,65+
1338,45-64
1339,45-64
1340,18-24
1341,18-24
1342,25-44
1343,25-44
1344,25-44
1345,18-24
1346,65+
1347,25-44
1348,18-24
1349,25-44
1350,18-24
1351,25-44
1352,25-44
1353,25-44
1354,45-64
1355,45-64
1356,25-44
1357,25-44
1358,25-44
1359,45-64
1360,45-64
1361,45-64
1362,25-44
1363,25-44
1364,25-44
1365,18-24
1366,25-44
1367,45-64
1368,45-64
1369,25-44
1370,45-64
1371,25-44
1372,45-64
1373,45-64
1374,18-24
1375,45-64
1376,18-24
1377,65+
1378,25-44
1379,25-44
1380,25-44
1381,45-64
1382,18-24
1383,45-64
1384,45-64
1385,45-64
1386,45-64
1387,25-44
1388,45-64
1389,25-44
1390,25-44
1391,25-44
1392,45-64
1393,18-24
1394,18-24
1395,45-64
1396,25-44
1397,25-44
1398,65+
1399,25-44
1400,65+
1401,45-64
1402,25-44
1403,25-44
1404,45-64
1405,65+
1406,45-64
1407,25-44
1408,45-64
1409,45-64
1410,25-44
1411,65+
1412,25-44
1413,45-64
1414,25-44
1415,25-44
1416,25-44
1417,25-44
1418,18-24
1419,65+
1420,25-44
1421,25-44
1422,25-44
1423,18-24
1424,18-24
1425,25-44
1426,25-44
1427,45-64
1428,45-64
1429,18-24
1430,65+
1431,25-44
1432,45-64
1433,18-24
1434,25-44
1435,65+
1436,45-64
1437,45-64
1438,25-44
1439,45-64
1440,25-44
1441,18-24
1442,45-64
1443,45-64
1444,25-44
1445,18-24
1446,25-44
1447,65+
1448,18-24
1449,18-24
1450,18-24
1451,65+
1452,25-44
1453,18-24
1454,18-24
1455,25-44
1456,25-44
1457,18-24
1458,45-64
1459,18-24
1460,45-64
1461,18-24
1462,25-44
1463,25-44
1464,25-44
1465,65+
1466,25-44
1467,45-64
1468,25-44
1469,45-64
1470,45-64
1471,45-64
1472,18-24
1473,25-44
1474,25-44
1475,65+
1476,65+
1477,25-44
1478,25-44
1479,25-44
1480,25-44
1481,25-44
1482,18-24
1483,45-64
1484,45-64
1485,65+
1486,25-44
1487,25-44
1488,18-24
1489,45-64
1490,25-44
1491,65+
1492,45-64
1493,25-44
1494,45-64
1495,18-24
1496,18-24
1497,45-64
1498,45-64
1499,65+
1500,45-64
