id,brand
741,A
742,A
743,A
744,B
745,B
746,A
747,A
748,B
749,B
750,B
751,A
752,A
753,A
754,B
755,A
756,B
757,A
758,A
759,B
760,A
761,B
762,B
763,A
764,A
765,B
766,A
767,A
768,B
769,A
770,B
771,A
772,A
773,A
774,B
775,B
776,A
777,B
778,A
779,A
780,B
781,A
782,B
783,A
784,A
785,B
786,A
787,B
788,B
789,B
790,B
791,A
792,A
793,B
794,A
795,B
796,A
797,B
798,A
799,A
800,B
801,B
802,B
803,B
804,A
805,A
806,B
807,A
808,B
809,B
810,B
811,B
812,A
813,A
814,B
815,A
816,B
817,B
818,B
819,B
820,B
821,A
822,A
823,B
824,A
825,B
826,B
827,A
828,B
829,B
830,A
831,B
832,B
833,B
834,A
835,B
836,A
837,A
838,A
839,B
840,B
841,B
842,B
843,B
844,B
845,B
846,B
847,A
848,B
849,B
850,A
851,B
852,B
853,A
854,B
855,A
856,A
857,A
858,A
859,B
860,B
861,A
862,A
863,A
864,B
865,B
866,A
867,B
868,A
869,A
870,B
871,A
872,A
873,B
874,B
875,B
876,B
877,A
878,B
879,B
880,A
881,A
882,A
883,B
884,B
885,A
886,A
887,B
888,B
889,A
890,B
891,A
892,A
893,B
894,A
895,A
896,A
897,B
898,B
899,B
900,B
901,B
902,B
903,B
904,A
905,B
906,A
907,B
908,A
909,B
910,A
911,A
912,A
913,B
914,B
915,B
916,A
917,A
918,A
919,B
920,A
921,B
922,A
923,B
924,B
925,B
926,B
927,A
928,A
929,B
930,A
931,A
932,A
933,A
934,B
935,A
936,B
937,A
938,A
939,B
940,A
941,A
942,A
943,B
944,B
945,B
946,B
947,A
948,A
949,B
950,A
951,A
952,B
953,A
954,A
955,A
956,A
957,B
958,A
959,A
960,A
961,A
962,B
963,A
964,A
965,B
966,B
967,B
968,B
969,B
970,B
971,A
972,A
973,B
974,A
975,B
976,B
977,A
978,A
979,A
980,B
981,B
982,A
983,A
984,B
985,B
986,A
987,A
988,B
989,B
990,B
991,A
992,A
993,A
994,A
995,A
996,B
997,B
998,B
999,A
1000,A
1001,B
1002,A
1003,A
1004,B
1005,B
1006,A
1007,B
1008,A
1009,A
1010,A
1011,B
1012,A
1013,A
1014,A
1015,A
1016,B
1017,A
1018,B
1019,A
1020,B
1021,A
1022,B
1023,B
1024,A
1025,A
1026,B
1027,A
1028,A
1029,A
1030,A
1031,A
1032,B
1033,B
1034,A
1035,B
1036,A
1037,B
1038,A
1039,B
1040,B
1041,B
1042,A
1043,B
1044,A
1045,A
1046,B
1047,A
1048,B
1049,B
1050,A
1051,B
1052,A
1053,B
1054,B
1055,A
1056,A
1057,B
1058,B
1059,B
1060,B
1061,B
1062,B
1063,B
1064,B
1065,A
1066,B
1067,B
1068,B
1069,A
1070,A
1071,A
1072,A
1073,B
1074,A
1075,A
1076,A
1077,A
1078,A
1079,A
1080,A
1081,B
1082,B
1083,A
1084,B
1085,A
1086,B
1087,B
1088,B
1089,B
1090,A
1091,A
1092,B
1093,A
1094,B
1095,A
1096,A
1097,A
1098,B
1099,A
1100,A
1101,A
1102,B
1103,B
1104,A
1105,A
1106,A
1107,B
1108,A
1109,B
1110,A
1111,B
1112,A
1113,B
1114,A
1115,B
1116,B
1117,A
1118,A
1119,A
1120,B
1121,B
1122,B
1123,B
1124,A
1125,B
1126,A
1127,A
1128,B
1129,A
1130,A
1131,B
1132,A
1133,A
1134,A
1135,A
1136,B
1137,A
1138,B
1139,B
1140,B
1141,A
1142,B
1143,B
1144,B
1145,A
1146,A
1147,B
1148,A
1149,B
1150,A
1151,B
1152,A
1153,B
1154,A
1155,A
1156,B
1157,A
1158,A
1159,B
1160,A
1161,B
1162,B
1163,A
1164,B
1165,B
1166,A
1167,B
1168,A
1169,A
1170,A
1171,B
1172,B
1173,B
1174,A
1175,B
1176,A
1177,B
1178,A
1179,A
1180,A
1181,B
1182,A
1183,A
1184,A
1185,B
1186,B
1187,A
1188,B
1189,A
1190,B
1191,B
1192,B
1193,B
1194,B
1195,A
1196,A
1197,A
1198,A
1199,B
1200,A
1201,B
1202,B
1203,A
1204,A
1205,A
1206,A
1207,A
1208,A
1209,B
1210,A
1211,A
1212,B
1213,A
1214,B
1215,B
1216,B
1217,A
1218,B
1219,B
1220,B
1221,A
1222,B
1223,B
1224,B
1225,A
1226,B
1227,B
1228,B
1229,B
1230,A
1231,B
1232,B
1233,B
1234,A
1235,B
1236,A
1237,A
1238,B
1239,A
1240,B
1241,B
1242,B
1243,B
1244,A
1245,A
1246,B
1247,B
1248,A
1249,A
1250,B
1251,B
1252,A
1253,B
1254,A
1255,A
1256,B
1257,A
1258,B
1259,B
1260,B
1261,A
1262,A
1263,B
1264,A
1265,B
1266,A
1267,B
1268,A
1269,A
1270,B
1271,B
1272,A
1273,A
1274,B
1275,A
1276,B
1277,B
1278,A
1279,A
1280,A
1281,A
1282,B
1283,A
1284,B
1285,A
1286,B
1287,A
1288,A
1289,B
1290,B
1291,A
1292,B
1293,A
1294,A
1295,B
1296,B
1297,A
1298,B
1299,B
1300,B
1301,B
1302,B
1303,A
1304,B
1305,B
1306,A
1307,B
1308,A
1309,A
1310,A
1311,B
1312,A
1313,A
1314,B
1315,B
1316,A
1317,B
1318,B
1319,A
1320,A
1321,B
1322,A
1323,A
1324,A
1325,B
1326,A
1327,B
1328,A
1329,B
1330,A
1331,A
1332,A
1333,A
1334,B
1335,A
1336,B
1337,B
1338,A
1339,A
1340,B
1341,B
1342,A
1343,A
1344,B
1345,A
1346,A
1347,B
1348,B
1349,A
1350,B
1351,A
1352,A
1353,B
1354,A
1355,A
1356,A
1357,B
1358,B
1359,A
1360,B
1361,A
1362,B
1363,A
1364,A
1365,B
1366,A
1367,A
1368,A
1369,A
1370,A
1371,B
1372,A
1373,A
1374,A
1375,B
1376,A
1377,B
1378,A
1379,B
1380,B
1381,B
1382,A
1383,A
1384,A
1385,A
1386,A
1387,B
1388,B
1389,B
1390,B
1391,A
1392,B
1393,A
1394,A
1395,A
1396,B
1397,B
1398,B
1399,A
1400,B
1401,A
1402,A
1403,A
1404,A
1405,A
1406,A
1407,B
1408,A
1409,A
1410,B
1411,B
1412,A
1413,B
1414,B
1415,B
1416,B
1417,B
1418,A
1419,A
1420,B
1421,A
1422,B
1423,A
1424,A
1425,A
1426,A
1427,A
1428,A
1429,A
1430,A
1431,A
1432,B
1433,A
1434,B
1435,A
1436,B
1437,B
1438,B
1439,B
1440,A
1441,B
1442,A
1443,B
1444,A
1445,A
1446,B
1447,A
1448,B
1449,A
1450,A
1451,B
1452,B
1453,B
1454,A
1455,A
1456,A
1457,A
1458,B
1459,A
1460,A
1461,A
1462,A
1463,B
1464,B
1465,B
1466,B
1467,B
1468,B
1469,A
1470,A
1471,B
1472,B
1473,A
1474,A
1475,A
1476,A
1477,A
1478,A
1479,B
1480,B
1481,B
1482,B
1483,B
1484,B
1485,A
1486,B
1487,B
1488,A
1489,B
1490,A
1491,A
1492,A
1493,A
1494,B
1495,A
1496,B
1497,A
1498,B
1499,B
1500,A
